Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
Psycho.pdf,92.63,85.79,11.087073264288454,1435,"fade: 7, phoenix: 13, arizona: 2, shot: 31, midtown: 5, section: 2, city: 5, early: 8, afternoon: 4, white: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Psycho.pdf_repetitive_words_full_list.txt,34.67,0.12
Pulp Fiction script.pdf,97.28,86.91,9.064663618549968,1521,"pulp: 4, fiction: 2, roger: 7, matter: 4, magazine: 2, book: 15, subject: 2, rough: 2, paper: 4, american: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pulp Fiction script.pdf_repetitive_words_full_list.txt,34.79,0.08
Pulp Fiction.pdf,97.28,86.91,9.064663618549968,1521,"pulp: 4, fiction: 2, roger: 7, matter: 4, magazine: 2, book: 15, subject: 2, rough: 2, paper: 4, american: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Pulp Fiction.pdf_repetitive_words_full_list.txt,34.79,0.08
Punch Drunk Love.pdf,96.73,87.01,9.521160822249094,745,"love: 7, blue: 3, warehouse: 26, early: 4, morning: 9, camera: 68, steadicam: 8, holds: 18, suit: 10, sitting: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Punch Drunk Love.pdf_repetitive_words_full_list.txt,34.56,0.21
Raging Bull.pdf,96.39,96.59,8.173254525304765,1172,"raging: 3, bull: 10, paul: 10, music: 2, stone: 3, cold: 8, dead: 4, louis: 8, titles: 2, appear: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Raging Bull.pdf_repetitive_words_full_list.txt,34.71,0.12
Raiders of the Lost Ark script.pdf,89.21,85.89,10.148629655657063,1651,"lost: 7, screenplay: 2, third: 2, medway: 2, productions: 2, city: 8, fade: 4, peru: 2, high: 23, jungle: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Raiders of the Lost Ark script.pdf_repetitive_words_full_list.txt,34.92,0.19
Raiders of the Lost Ark.pdf,89.21,85.89,10.148629655657063,1651,"lost: 7, screenplay: 2, third: 2, medway: 2, productions: 2, city: 8, fade: 4, peru: 2, high: 23, jungle: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Raiders of the Lost Ark.pdf_repetitive_words_full_list.txt,34.92,0.19
Rain Man.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Rain Man.pdf_repetitive_words_full_list.txt,66.67,0
Raising Arizona.pdf,97.88,85.79,11.08200354609929,1436,"raising: 7, arizona: 42, written: 2, coen: 2, black: 12, voice: 134, name: 24, mcdunnough: 8, wall: 17, hatch: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Raising Arizona.pdf_repetitive_words_full_list.txt,34.94,0.07
Ratatouille.pdf,94.24,77.94,9.13627854736054,1537,"ratatouille: 18, screenplay: 2, page: 6, guilds: 2, script: 2, made: 16, without: 8, written: 3, walt: 2, disney: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ratatouille.pdf_repetitive_words_full_list.txt,34.95,0.13
Ready Player One.pdf,97.67,86.81,8.55639367816092,1378,"ready: 10, player: 6, ernest: 2, cline: 2, central: 11, park: 16, night: 28, oasis: 132, open: 13, bethesda: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ready Player One.pdf_repetitive_words_full_list.txt,34.82,0.14
Rear Window.pdf,84.49,85.59,9.890633108458744,3361,"rear: 331, window: 629, based: 3, short: 19, story: 5, final: 5, white: 21, fade: 44, jefferies: 42, apartment: 940...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Rear Window.pdf_repetitive_words_full_list.txt,34.55,0.1
Requiem For A Dream.pdf,97.63,88.23,7.763655837201,1193,"requiem: 2, dream: 5, hubert: 2, selby: 2, shooting: 2, fade: 5, tappy: 46, tibbons: 23, america: 2, favorite: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Requiem For A Dream.pdf_repetitive_words_full_list.txt,34.72,0.09
Reservoir Dogs.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Reservoir Dogs.pdf_repetitive_words_full_list.txt,66.67,0
Return Of The King.pdf,96.8,79.56,11.010292953285827,1563,"lord: 25, rings: 4, return: 12, king: 49, line: 14, cinema: 2, final: 151, revision: 151, october: 151, black: 53...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Return Of The King.pdf_repetitive_words_full_list.txt,34.83,0.06
Rio Bravo.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Rio Bravo.pdf_repetitive_words_full_list.txt,66.67,0
Robocop.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Robocop.pdf_repetitive_words_full_list.txt,66.67,0
ROMA.pdf,91.5,86.1,10.245919881305637,1550,"english: 6, roma: 2, different: 11, appear: 4, screen: 2, thursday: 4, september: 4, patio: 72, tepeji: 75, yellow: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\ROMA.pdf_repetitive_words_full_list.txt,34.85,0.09
Ronnie Rocket.pdf,91.45,87.72,5.7651027773419115,1532,"ronnie: 383, rocket: 32, strange: 34, forces: 2, black: 80, fade: 3, giant: 7, stage: 33, enormous: 2, open: 29...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ronnie Rocket.pdf_repetitive_words_full_list.txt,34.52,0.33
Room.pdf,98.51,87.92,7.93963712491277,1201,"room: 124, emma: 3, donoghue: 3, pictures: 6, road: 3, night: 42, darkness: 6, faint: 4, background: 10, refrigerator: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Room.pdf_repetitive_words_full_list.txt,34.69,0.17
Rosemary_s Baby.pdf,98.6,86.6,10.07908611599297,1526,"final: 2, july: 2, baby: 39, roman: 20, rosemary: 1084, bramford: 13, august: 8, york: 8, high: 8, woodhouse: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Rosemary_s Baby.pdf_repetitive_words_full_list.txt,34.54,0.1
Rush Hour.pdf,97.97,77.53,10.728094302554027,1664,"rush: 10, hour: 5, fade: 3, angeles: 22, whole: 8, summer: 2, smog: 2, american: 6, dream: 2, wake: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Rush Hour.pdf_repetitive_words_full_list.txt,34.98,0.08
Save The Last Dance.pdf,89.01,88.63,6.750131787032156,1361,"save: 2, last: 12, dance: 54, revisions: 3, johnson: 10, first: 21, company: 5, building: 5, fade: 2, pennsylvania: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Save The Last Dance.pdf_repetitive_words_full_list.txt,34.72,0.1
Saving Private Ryan.pdf,95.59,87.21,7.6446605254179465,2583,"saving: 3, private: 87, ryan: 325, type: 3, file: 5, fade: 8, credits: 2, white: 4, lettering: 2, back: 186...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Saving Private Ryan.pdf_repetitive_words_full_list.txt,34.88,0.13
Saw.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Saw.pdf_repetitive_words_full_list.txt,66.67,0
Schindlers list script.pdf,93.41,84.37,10.474164926931106,2252,"schindler: 810, list: 43, black: 13, white: 10, rural: 12, poland: 14, small: 33, depot: 18, monotonous: 2, countryside: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Schindlers list script.pdf_repetitive_words_full_list.txt,34.87,0.11
Schindler_s List.pdf,97.96,86.1,7.932449987009613,1746,"schindler: 691, list: 37, steven: 2, directed: 2, first: 13, black: 15, white: 15, train: 26, wheels: 2, grinding: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Schindler_s List.pdf_repetitive_words_full_list.txt,34.87,0.12
Scott Pilgrim Vs The World.pdf,96.3,88.74,6.6110481586402265,1282,"scott: 1149, pilgrim: 32, world: 3, graphic: 3, toronto: 21, residential: 3, street: 13, snowy: 3, nondescript: 2, house: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Scott Pilgrim Vs The World.pdf_repetitive_words_full_list.txt,34.72,0.09
Seven Samurai.pdf,99.87,84.68,11.15559960356789,1521,"seven: 8, samurai: 279, credits: 2, fade: 21, white: 2, black: 4, music: 70, associated: 2, bandits: 139, drums: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Seven Samurai.pdf_repetitive_words_full_list.txt,34.09,0.12
Seven.pdf,80.65,87.62,8.103049907578558,1936,"seven: 21, written: 3, world: 6, fine: 4, place: 20, fighting: 8, hemingway: 2, bell: 3, country: 2, church: 36...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Seven.pdf_repetitive_words_full_list.txt,34.81,0.14
Shakespeare in love script.pdf,97.75,87.52,7.064117822076763,3068,"shakespeare: 293, love: 389, rose: 108, theatre: 244, title: 16, london: 4, summer: 2, appears: 8, card: 2, glory: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Shakespeare in love script.pdf_repetitive_words_full_list.txt,35.04,0.06
Shakespeare In Love.pdf,97.75,87.52,7.064117822076763,3068,"shakespeare: 293, love: 389, rose: 108, theatre: 244, title: 16, london: 4, summer: 2, appears: 8, card: 2, glory: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Shakespeare In Love.pdf_repetitive_words_full_list.txt,35.04,0.06
Shame.pdf,93.43,78.45,6.916629711751663,961,"written: 4, steve: 2, mcqueen: 2, morgan: 2, amsterdam: 2, films: 3, limited: 2, channel: 2, four: 6, television: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Shame.pdf_repetitive_words_full_list.txt,34.87,0.06
Shaun Of The Dead.pdf,97.3,89.14,6.370071684587813,1222,"spooky: 4, noises: 5, electronic: 2, bell: 4, rings: 9, landlord: 3, last: 12, orders: 2, please: 16, close: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Shaun Of The Dead.pdf_repetitive_words_full_list.txt,34.75,0.11
Short Term 12.pdf,97.2,95.77,7.982605177993528,1035,"short: 6, term: 6, group: 46, home: 62, sammy: 90, room: 95, early: 6, morning: 40, giant: 3, american: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Short Term 12.pdf_repetitive_words_full_list.txt,34.73,0.15
Sideways.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sideways.pdf_repetitive_words_full_list.txt,66.67,0
Signs.pdf,93.3,88.33,7.806006213324128,1193,"signs: 6, night: 27, fade: 5, window: 23, morning: 25, looking: 20, second: 16, story: 2, house: 52, backyard: 19...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Signs.pdf_repetitive_words_full_list.txt,34.8,0.19
silence of the lambs script.pdf,96.21,86.1,10.09816247582205,4269,"silence: 17, lambs: 17, file: 39, fade: 8, grubby: 2, hotel: 6, corridor: 42, dimly: 18, woman: 22, face: 118...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\silence of the lambs script.pdf_repetitive_words_full_list.txt,35.14,0.21
Silver Linings Playbook.pdf,95.36,88.63,6.582334549244398,1091,"silver: 9, official: 5, david: 2, russell: 2, karel: 2, psychiatric: 9, facility: 2, black: 5, kidding: 2, sundays: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Silver Linings Playbook.pdf_repetitive_words_full_list.txt,34.38,0.12
Singin In The Rain.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Singin In The Rain.pdf_repetitive_words_full_list.txt,66.67,0
Singing-In-The-Rain script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Singing-In-The-Rain script.pdf_repetitive_words_full_list.txt,66.67,0
Sixth Sense script.pdf,96.91,88.84,7.1264296754250385,1265,"night: 42, basement: 18, evening: 9, lightbulb: 2, life: 7, ceiling: 7, light: 19, quick: 4, footsteps: 8, anna: 134...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sixth Sense script.pdf_repetitive_words_full_list.txt,34.83,0.24
Sleepless In Seatle.pdf,84.86,87.21,8.272764393630053,1092,"ephron: 2, fade: 3, close: 10, baldwin: 22, card: 4, chicago: 17, neck: 5, dress: 10, shirt: 6, distance: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sleepless In Seatle.pdf_repetitive_words_full_list.txt,34.77,0.13
Snatch.pdf,94.86,94.66,9.407996736026112,1074,"russia: 2, night: 20, open: 42, guard: 3, sitting: 18, front: 25, sentry: 2, post: 4, wearing: 7, heavy: 20...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Snatch.pdf_repetitive_words_full_list.txt,34.62,0.14
Some Like It Hot script.pdf,94.52,86.3,9.93025572899369,1625,"like: 75, diamond: 5, fade: 6, city: 2, night: 61, hearse: 16, late: 5, twenties: 2, pace: 2, along: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Some Like It Hot script.pdf_repetitive_words_full_list.txt,34.82,0.1
Some Like It Hot.pdf,94.52,86.3,9.93025572899369,1625,"like: 75, diamond: 5, fade: 6, city: 2, night: 61, hearse: 16, late: 5, twenties: 2, pace: 2, along: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Some Like It Hot.pdf_repetitive_words_full_list.txt,34.82,0.1
Sons of Anarchy Pilot.pdf,84.93,88.02,7.65034965034965,1032,"sons: 93, anarchy: 92, pilot: 62, network: 61, ninth: 59, draft: 59, networks: 2, cash: 5, cover: 6, plays: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sons of Anarchy Pilot.pdf_repetitive_words_full_list.txt,35.08,0.11
Sopranos Pilot.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sopranos Pilot.pdf_repetitive_words_full_list.txt,66.67,0
Sorry To Bother You.pdf,94.0,87.11,8.387291444799432,1352,"sorry: 17, bother: 5, written: 2, worryfree: 61, white: 208, manager: 10, young: 4, cassius: 627, green: 35, interviewed: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sorry To Bother You.pdf_repetitive_words_full_list.txt,34.85,0.19
Speed.pdf,97.09,88.23,7.136189608021878,2344,"speed: 21, fade: 6, office: 6, building: 22, twilight: 4, highrise: 2, downtown: 6, framed: 2, tall: 2, mountains: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Speed.pdf_repetitive_words_full_list.txt,34.9,0.09
Spiderman.pdf,94.11,87.72,7.848407937240425,1636,"david: 2, koepp: 2, shooting: 2, white: 4, blue: 6, yellow: 6, green: 78, buff: 2, salmon: 2, cherry: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Spiderman.pdf_repetitive_words_full_list.txt,34.51,0.05
Stagecoach.pdf,97.37,85.49,11.052054794520547,1454,"stagecoach: 147, story: 2, stage: 23, lordsburg: 50, shooting: 4, fade: 12, scene: 5, wild: 5, countryside: 3, music: 18...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Stagecoach.pdf_repetitive_words_full_list.txt,34.59,0.11
Star Trek.pdf,87.11,76.32,11.370330459770114,1761,"october: 2, november: 2, white: 5, shooting: 2, blue: 6, full: 10, yellow: 139, omit: 22, blackness: 3, hear: 17...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Star Trek.pdf_repetitive_words_full_list.txt,34.86,0.09
Star Wars (Treatment).pdf,11.53,77.94,9.66304347826087,210,"star: 21, wars: 7, synopsis: 7, scene: 7, pages: 7, minature: 2, shot: 14, main: 11, followed: 4, space: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Star Wars (Treatment).pdf_repetitive_words_full_list.txt,35.63,0.03
Star Wars - A New Hope.pdf,85.29,85.69,9.174539631705365,1747,"star: 232, wars: 4, hope: 11, george: 2, lucas: 2, fourth: 5, draft: 2, long: 36, time: 32, galaxy: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Star Wars - A New Hope.pdf_repetitive_words_full_list.txt,34.74,0.09
Star Wars script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Star Wars script.pdf_repetitive_words_full_list.txt,66.67,0
Stepmom.pdf,92.66,89.45,6.918367346938775,1469,"stepmom: 2, second: 8, jessie: 2, nelson: 3, rogers: 2, rachel: 650, bedroom: 15, early: 9, morning: 20, white: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Stepmom.pdf_repetitive_words_full_list.txt,34.74,0.17
Stranger Than Paradise.pdf,95.82,86.1,9.87686996547756,480,"paradise: 9, street: 21, york: 5, already: 3, completed: 19, section: 19, anger: 2, scene: 56, airport: 9, sound: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Stranger Than Paradise.pdf_repetitive_words_full_list.txt,34.77,0.14
Stranger Things Pilot.pdf,95.28,88.33,7.323178016726404,815,"episode: 2, stranger: 65, things: 66, chapter: 2, byers: 34, cast: 5, joyce: 113, police: 14, chief: 10, hopper: 98...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Stranger Things Pilot.pdf_repetitive_words_full_list.txt,35.06,0.51
Strangers On A Train.pdf,95.85,86.6,9.39622641509434,1392,"converted: 147, final: 4, train: 28, fade: 13, union: 3, station: 25, washington: 16, long: 76, shot: 325, capitol: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Strangers On A Train.pdf_repetitive_words_full_list.txt,34.7,0.19
Sullivans Travels script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sullivans Travels script.pdf_repetitive_words_full_list.txt,66.67,0
Sunset Boulevard script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sunset Boulevard script.pdf_repetitive_words_full_list.txt,66.67,0
Superbad.pdf,97.8,87.72,7.5024533856722275,1108,"super: 2, seth: 585, evan: 460, material: 3, pictures: 3, enter: 8, opening: 2, music: 6, crescendo: 2, sequence: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Superbad.pdf_repetitive_words_full_list.txt,34.54,0.14
Sweet Smel of Success script.pdf,97.08,77.74,11.144640682095005,1849,"sweet: 4, smell: 2, success: 2, working: 2, script: 6, globe: 7, newspaper: 7, building: 6, dusk: 2, delivery: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sweet Smel of Success script.pdf_repetitive_words_full_list.txt,34.68,0.17
Sydney.pdf,3.23,90.8,10.481481481481481,8,"coffee: 6, camera: 3, holds: 3, shop: 4, back: 2, figure: 7, level: 2, john: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Sydney.pdf_repetitive_words_full_list.txt,67.53,0.0
"Synecdoche, New York.pdf",60.5,88.74,6.827829043224867,1270,"york: 6, caden: 1037, adele: 176, bedroom: 22, fall: 12, morning: 27, sound: 6, radio: 4, opens: 14, eyes: 25...","C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Synecdoche, New York.pdf_repetitive_words_full_list.txt",34.5,0.17
Take Shelter.pdf,94.47,87.92,7.2556390977443606,1198,"take: 22, shelter: 47, grove: 3, laforche: 32, home: 22, jostling: 2, leaves: 6, maple: 2, tree: 3, wind: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Take Shelter.pdf_repetitive_words_full_list.txt,34.9,0.06
Taken.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Taken.pdf_repetitive_words_full_list.txt,66.67,0
Talladega Nights.pdf,95.74,87.42,8.482059940903335,1117,"open: 5, black: 10, screen: 2, quote: 2, comes: 22, conquers: 2, victory: 9, fades: 3, away: 26, another: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Talladega Nights.pdf_repetitive_words_full_list.txt,34.79,0.09
Taxi Driver script.pdf,96.78,87.01,9.02490974729242,1494,"taxi: 83, driver: 15, written: 6, shooting: 2, pictures: 6, angeles: 2, whole: 13, life: 15, rests: 12, upon: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Taxi Driver script.pdf_repetitive_words_full_list.txt,34.93,0.14
Taxi Driver.pdf,96.87,87.01,8.957986236870699,1494,"taxi: 83, driver: 15, written: 6, whole: 13, life: 15, rests: 12, upon: 4, loneliness: 4, curious: 6, central: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Taxi Driver.pdf_repetitive_words_full_list.txt,34.96,0.15
Terminator 2 Judgement Day.pdf,82.01,87.31,8.831469052945563,2111,"terminator: 502, judgment: 5, final: 4, shooting: 3, city: 5, street: 21, extreme: 2, long: 29, lens: 3, crowd: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Terminator 2 Judgement Day.pdf_repetitive_words_full_list.txt,34.99,0.11
Terminator.pdf,78.03,87.52,8.864077669902912,1820,"terminator: 225, sequence: 5, effect: 2, schoolyard: 3, night: 186, silence: 6, sound: 28, distant: 6, traffic: 9, becomes: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Terminator.pdf_repetitive_words_full_list.txt,35.09,0.12
Terms of endearment script.pdf,88.16,88.33,8.273823529411764,1332,"open: 12, black: 6, screen: 2, left: 5, hand: 34, corner: 3, small: 8, clown: 2, face: 16, barely: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Terms of endearment script.pdf_repetitive_words_full_list.txt,34.51,0.1
Terms Of Endearment.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Terms Of Endearment.pdf_repetitive_words_full_list.txt,66.67,0
The Apartment script.pdf,96.29,85.89,11.165813715455476,1535,"apartment: 88, desk: 46, computer: 2, hand: 36, figures: 5, november: 8, first: 17, population: 2, york: 6, city: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Apartment script.pdf_repetitive_words_full_list.txt,34.62,0.17
The Artist.pdf,4.17,83.46,11.582822085889571,937,"best: 4, screenplay: 5, michel: 2, hazanavicius: 2, artist: 4, written: 2, silent: 8, film: 35, title: 79, indicate: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Artist.pdf_repetitive_words_full_list.txt,35.06,0.27
The Assassination Of Jesse James By The Coward Robert Ford.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Assassination Of Jesse James By The Coward Robert Ford.pdf_repetitive_words_full_list.txt,66.67,0
The Avengers.pdf,83.72,87.31,8.468833780160859,1291,"marvel: 3, avengers: 19, joss: 2, whedon: 2, story: 2, using: 5, celtx: 2, studio: 2, help: 3, unknown: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Avengers.pdf_repetitive_words_full_list.txt,34.67,0.11
The Babadook.pdf,96.01,96.69,7.59993531694696,1331,"contents: 2, private: 2, babadook: 43, screen: 14, australia: 4, dream: 4, program: 3, kristina: 2, street: 3, middle: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Babadook.pdf_repetitive_words_full_list.txt,34.77,0.23
The Ballad Of Buster Scruggs.pdf,92.06,86.1,9.574873590042785,1534,"coen: 2, seen: 8, play: 16, sneered: 2, hard: 15, fade: 10, lose: 3, heavy: 4, book: 6, screen: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Ballad Of Buster Scruggs.pdf_repetitive_words_full_list.txt,35.01,0.16
The Beaver.pdf,78.53,87.62,7.779532533164877,1257,"beaver: 384, fade: 9, walter: 407, bedroom: 33, lies: 3, fully: 4, dressed: 4, suit: 6, voice: 9, hear: 16...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Beaver.pdf_repetitive_words_full_list.txt,34.64,0.26
The Big Lebowski.pdf,89.82,86.91,8.238347859037514,1254,"lebowski: 155, converted: 2, scrubby: 2, hear: 23, male: 2, voices: 2, gently: 2, singing: 4, tumbling: 4, tumbleweeds: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Big Lebowski.pdf_repetitive_words_full_list.txt,34.87,0.14
The Big Sleep.pdf,98.1,86.5,8.842836257309942,1638,"sleep: 3, fade: 8, sternwood: 133, place: 26, establishing: 7, scene: 2, millionaire: 3, house: 56, style: 2, clipped: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Big Sleep.pdf_repetitive_words_full_list.txt,34.55,0.12
The Bourne Identity.pdf,83.38,86.1,9.787954830614806,1200,"bourne: 472, identity: 2, written: 3, paris: 40, draft: 2, darkness: 9, sound: 7, wind: 3, spray: 2, music: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Bourne Identity.pdf_repetitive_words_full_list.txt,34.75,0.16
The Bourne Supremacy.pdf,91.23,87.11,8.891500904159132,1268,"bourne: 488, dated: 2, green: 5, yellow: 5, blue: 4, white: 3, mercedes: 5, windshield: 4, dusk: 2, raining: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Bourne Supremacy.pdf_repetitive_words_full_list.txt,34.75,0.06
The Bourne Ultimatum.pdf,98.19,87.31,8.080717488789238,1137,"bourne: 555, ultimatum: 4, tony: 2, gilroy: 2, burns: 2, screen: 27, story: 2, identity: 4, final: 3, june: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Bourne Ultimatum.pdf_repetitive_words_full_list.txt,34.86,0.03
The Bridge On The River kwai script.pdf,23.33,89.24,7.008403361344538,645,"bridge: 44, river: 11, kwai: 10, finish: 6, work: 42, hurry: 2, yeah: 5, figures: 6, prisoners: 11, might: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Bridge On The River kwai script.pdf_repetitive_words_full_list.txt,35.03,0.28
The Cable Guy.pdf,94.97,88.02,7.847833170413816,1271,"cable: 668, screenplay: 2, shooting: 2, white: 16, revised: 20, pages: 2, november: 3, blue: 28, pink: 9, full: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Cable Guy.pdf_repetitive_words_full_list.txt,34.77,0.15
The Crying Game.pdf,97.48,97.7,6.187425860023724,768,"crying: 7, game: 12, fade: 7, carnival: 5, playing: 3, woman: 7, distance: 4, turning: 2, round: 9, black: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\The Crying Game.pdf_repetitive_words_full_list.txt,34.64,0.15
